,tortoise,container,magpie,football,ambulance,ladder,toothbrush,syringe,sink,toy,organ,apple,cosmetics,paddle,snowman,beer,chopsticks,bird,croissant,cucumber,radish,towel,doll,skull,glove,tick,belt,sunglasses,banjo,cart,ball,backpack,bicycle,centipede,boat,surfboard,boot,headphones,shorts,bus,boy,screwdriver,barge,laptop,miniskirt,drill,dress,bear,waffle,pancake,woodpecker,pretzel,bagel,tower,teapot,person,swimwear,beehive,brassiere,bee,bat,starfish,popcorn,burrito,chainsaw,balloon,wrench,tent,lantern,toaster,flashlight,billboard,tiara,limousine,necklace,carnivore,scissors,stairs,printer,chair,shirt,poster,cheese,sock,earrings,tie,watercraft,cabinetry,suitcase,muffin,bidet,snack,snowmobile,clock,cattle,cello,camel,coat,suit,desk,cat,juice,gondola,beetle,cannon,cookie,fountain,coin,calculator,cocktail,box,stapler,drum,dessert,drink,zucchini,ladle,dice,oven,dinosaur,ratchet,couch,spatula,whiteboard,door,hat,shower,eraser,fedora,guacamole,dagger,scarf,dolphin,sombrero,mug,tap,stretcher,goggles,blender,volleyball,vase,wardrobe,coffee,whisk,food,skirt,fax,fruit,nightstand,barrel,kite,tart,treadmill,fox,flag,jacket,egg,guitar,pillow,isopod,grape,panda,giraffe,woman,rhinoceros,bathtub,goldfish,houseplant,goat,house,horse,hammer,harp,sandal,saucer,harpsichord,heater,harmonica,hamster,curtain,bed,kettle,fireplace,scale,insect,kitchenware,invertebrate,bookcase,refrigerator,jaguar,artichoke,table,tableware,kangaroo,koala,knife,bottle,lynx,lavender,lighthouse,dumbbell,bowl,humidifier,porch,lizard,mammal,mouse,motorcycle,snowplow,missile,bust,man,milk,plate,mushroom,crutch,pitcher,mirror,scoreboard,briefcase,nail,oboe,ostrich,piano,girl,plant,potato,pasta,penguin,pumpkin,pear,mixer,cupboard,jacuzzi,pizza,pig,reptile,rifle,lipstick,skateboard,raven,rose,rabbit,sculpture,saxophone,shotgun,seafood,snowboard,sword,sushi,loveseat,ski,squirrel,tripod,stethoscope,submarine,scorpion,segway,snake,skyscraper,sheep,television,trombone,tea,tank,taco,telephone,torch,tiger,strawberry,trumpet,tree,tomato,train,tool,trousers,truck,coffeemaker,violin,vehicle,handbag,wine,weapon,wheel,worm,wok,whale,zebra,jug,cream,monkey,lion,bread,platter,chicken,eagle,helicopter,owl,duck,turtle,hippopotamus,crocodile,toilet,squid,clothing,footwear,lemon,spider,deer,frog,banana,rocket,countertop,dog,book,elephant,shark,candle,leopard,axe,porcupine,flower,canary,cheetah,hamburger,maple,building,fish,lobster,furniture,hedgehog,airplane,spoon,otter,bull,oyster,bomb,bench,caterpillar,butterfly,parachute,orange,antelope,beaker,window,closet,castle,jellyfish,goose,mule,swan,peach,coconut,raccoon,chisel,fork,lamp,camera,squash,racket,vegetable,diaper,unicycle,falcon,chime,snail,shellfish,cabbage,carrot,mango,jeans,flowerpot,pineapple,drawer,stool,envelope,cake,dragonfly,honeycomb,ladybug,shelf,watch,candy,salad,parrot,handgun,sparrow,van,grinder,tire,ruler,microphone,broccoli,umbrella,pastry,grapefruit,band-aid,animal,turkey,lily,pomegranate,doughnut,glasses,pen,ant,car,aircraft,skunk,watermelon,cantaloupe,dishwasher,flute,sandwich,shrimp,binoculars,ipod,accordion,willow,crab,crown,seahorse,perfume,alpaca,taxi,canoe,wheelchair,armadillo,maracas,helmet
airplane,0,0,0,0,1,6,0,0,0,151,0,0,0,1,0,0,0,21,0,0,0,0,2,0,0,0,0,29,0,4,2,0,3,0,78,1,0,4,5,22,35,0,0,1,0,0,6,0,0,0,0,0,0,20,0,2157,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,12,0,3,0,4,0,5,0,11,3,45,0,0,0,0,106,0,1,0,0,2,0,3,0,0,0,3,40,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,1,0,0,1,11,0,0,2,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0,0,29,9,0,1,0,0,0,0,2,134,0,0,0,2,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,21,2,0,0,0,2,0,0,6,0,0,0,1,0,91,0,5,1,19,0,594,0,0,0,0,0,3,0,0,0,0,0,0,36,198,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33,0,1,0,0,6,0,0,0,0,0,0,334,0,14,0,14,74,0,0,11761,0,0,16,1007,0,0,1,0,0,0,0,0,0,0,0,1,233,0,0,0,0,0,0,0,811,178,0,0,0,1,0,10,0,4,7,0,0,0,0,0,0,7,1,0,0,0,392,1,0,41,0,0,0,0,0,0,1,2,0,1,11,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,29,0,303,1,1,0,1,0,0,0,19,0,0,0,0,20,0,0,216,11593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,29
spoon,0,1,0,0,0,0,0,0,4,3,0,1,0,0,0,10,16,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,5,0,0,1,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,3,0,0,0,0,1,0,2,0,48,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,1,0,10,1,0,0,168,192,2,31,0,1,1,0,0,10,0,0,1,0,0,1,0,0,1,0,0,47,3,0,2,0,0,14,0,143,1,617,0,0,22,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,86,872,0,0,9,17,0,0,0,0,64,0,0,0,1,0,0,0,0,0,9,9,175,0,0,4,2,0,0,0,0,0,0,5,4,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,13,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,10,0,1,4,0,75,0,0,0,0,2,0,6,3,0,0,2,0,0,5,1,0,0,13,64,0,0,0,0,0,0,0,0,0,0,18,1,5,0,0,0,2,0,2,1,3,0,0,7,0,0,0,13,0,0,1,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,302,0,1,1,0,32,0,0,0,2,1,2,2,1,0,0,1,0,0,0,1,17,0,0,0,2,0,2,23,0,0,0,1,0,0,1,0,2,0,8,1,0,4,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otter,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
bull,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,7,0,0,6,0,1,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,1,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,11,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,24,1,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,285,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,17,225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,3,1,0,0,39,0,1,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,220,63,0,0,3,0,0,0,0,4,3,1,0,0,0,0,0,8,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,737,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
oyster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,374,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,2,27,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,1,15,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,2,322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bench,0,0,0,0,1,1,0,0,1,8,1,0,0,1,1,2,0,34,0,0,0,0,1,0,1,0,0,10,0,4,3,1,48,0,18,0,2,0,15,6,75,0,0,2,0,0,29,2,0,0,0,0,0,9,0,1126,1,0,0,0,0,0,0,0,0,1,0,13,0,0,0,4,0,0,0,39,0,8,0,159,2,7,0,0,0,1,19,3,4,0,0,0,0,6,1,0,1,6,11,10,11,0,0,0,3,0,16,0,0,0,1,0,2,0,2,0,0,0,0,0,0,9,0,1,48,9,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,11,1,0,3,0,1,0,0,0,0,6,10,0,1,0,0,0,0,1,335,0,1,0,59,3,326,8,0,0,3,0,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,605,1,0,0,0,7,0,3,3,0,0,0,44,0,62,0,2,0,0,1,579,0,0,0,0,0,0,1,0,0,0,0,5,110,1653,0,0,0,2,0,0,1,1,0,0,1,2,0,1,1,2,1,72,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,1965,0,16,0,19,5,0,0,242,2,0,2,83,0,0,0,0,0,0,1,1,0,0,2,1,0,1,5,0,0,0,0,0,801,485,0,0,1,0,1,0,1,42,1,1,0,2,0,0,0,179,0,0,0,8,569,1,0,2343,0,2,0,0,0,0,0,0,0,0,0,1,0,0,211,0,8,0,5,0,0,0,0,0,0,0,1,2,1,0,1,0,0,2,0,0,0,0,0,0,88,63,0,1,3,0,0,0,0,0,3,0,0,0,0,0,1,10,0,26,0,0,0,18,0,0,0,102,0,0,0,0,10,0,0,97,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,2
caterpillar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,549,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butterfly,1,0,0,0,0,0,0,0,12,12,0,0,1,0,0,0,0,77,0,0,0,0,2,2,0,1,0,5,1,0,0,0,2,6,1,0,0,0,1,0,8,0,0,4,0,0,17,0,0,0,2,0,0,0,0,174,0,0,0,45,11,0,0,0,0,1,0,0,1,0,0,0,0,0,5,4,0,0,0,1,0,13,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,24,0,0,1,0,0,0,1,0,0,6,3,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,34,0,0,18,0,0,9,0,0,0,1,0,0,0,2,0,2,1,0,61,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5676,0,5570,1,0,0,0,6,4,0,0,0,2,0,69,0,0,0,0,0,0,19,0,0,0,0,0,26,0,1,3,0,0,0,0,0,0,0,0,1,50,2180,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,10,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,131,0,0,1,2,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,0,0,0,135,13,3,3,1,2,0,0,0,2,13,0,0,1,0,0,0,2000,0,0,0,3,2,3,0,9,0,1,0,0,0,1,0,0,25,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,3,0,1,1,1,0,0,2,4,3,1,0,1,4,46,0,5,1,1,0,0,5,0,1,0,0,0,4,0,0,0,0,2,0,4365,1,4,0,0,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parachute,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,10,0,0,0,0,1,0,10,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,346,1,0,0,0,0,0,0,0,0,79,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,21,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,2,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,94,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,96,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,2,0,0,0,0,5,0,0,3,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18
orange,0,0,0,0,0,0,0,1,3,5,0,48,0,0,0,2,1,5,2,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,2,58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,1,0,0,0,0,0,3,0,27,0,0,0,0,0,1,1,2,3,61,0,0,0,0,0,0,0,22,2,0,0,23,77,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,3,0,4,0,4,1,827,0,0,764,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,13,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,7,2,8,0,2,0,0,8,30,0,0,3,27,0,0,0,0,9,0,1,0,2,0,1,0,0,0,16,0,8,0,0,1,0,0,0,0,0,0,0,3,113,3,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,8,0,110,11,0,1,1,0,0,0,2,0,2,1,2,0,0,0,0,1,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,27,4,239,0,0,0,21,0,2,0,2,0,0,7,0,0,0,29,1,0,1,0,8,2,1,5,0,0,3,0,0,0,0,1,0,7,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,1,0,0,6,0,82,0,0,0,0,0,1,1,3,2,2,2,3,0,0,0,2,0,0,0,0,0,1,13,1,0,0,0,0,1,0,0,1,0,3,526,0,13,0,0,8,0,4,1,0,1,0,0,9,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antelope,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,4,3,0,0,0,45,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,142,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,2,335,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,217,0,0,0,0,0,0,0,4,0,1,0,5,0,0,0,10,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,14,3,0,0,712,0,0,0,0,3,3,4,0,0,1,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beaker,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,2,3,0,0,11,97,0,0,315,103,16,1,0,2,9,18,0,141,0,0,0,3,8,3,3,0,0,96,1,35,19,3,534,0,201,1,6,2,54,644,310,0,1,73,5,2,240,3,0,0,1,0,2,1816,4,8610,7,1,3,1,0,0,0,0,0,21,1,40,23,0,0,290,2,18,6,429,0,727,3,1647,51,155,0,4,1,13,176,470,5,0,36,19,1,381,12,4,2,75,164,424,312,5,14,2,4,0,53,0,0,8,26,0,4,8,121,0,1,0,32,10,0,509,0,23,5610,77,54,0,19,0,0,8,1,3,9,126,1,35,1,0,204,9,3,0,132,15,1,13,127,17,0,0,5,0,257,169,0,26,107,0,1,1,5,2350,1,87,0,1092,3,20187,76,0,2,1,9,0,3,0,1,658,497,4,132,0,12,2,12,96,30,0,0,2377,95,0,0,0,110,0,11,98,0,13,0,1414,3,661,0,92,9,1,9,3878,1,3,0,1,5,228,3,0,0,1,0,24,779,10649,0,0,0,14,1,1,140,6,0,1,3,3,0,8,3,33,4,554,1,1,1,1,0,0,82,0,5,6,0,0,0,2,0,2747,4,59,0,3,6,1,18,0,7,1,0,14983,0,502,12,169,399,3,3,8208,17,23,13,4093,0,4,1,2,6,0,5,7,2,2,10,4,12,10,3,1,0,0,50,0,6791,1525,1,2,11,3,1,1,324,243,104,2,1,61,0,0,0,1689,2,0,3,29,34316,9,2,4345,0,88,2,0,7,0,0,211,0,3,0,3,2,0,0,9,170,0,6,4,3,0,1,1,0,1,108,12,5,1,13,0,0,3,2,0,1,0,0,0,448,880,0,223,27,3,5,0,1,0,292,2,2,2,3,1,0,474,0,1831,0,15,0,87,1,0,0,765,0,3,0,1,301,1,0,6468,83,0,0,0,6,0,4,1,0,1,7,3,1,2,0,0,0,43,8,1,0,0,21
